sample,Achromobacter,Acidaminococcus,Acinetobacter,Actinobacillus,Actinobaculum,Actinomyces,Aerococcus,Aeromicrobium,Afipia,Aggregatibacter,Alistipes,Alloiococcus,Anaerobaculum,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerostipes,Anaerotruncus,Arcobacter,Atopobium,Bacillus,Bacteroides,Bacteroidetes,Barnesiella,Bergeyella,Bifidobacterium,Bilophila,Blautia,Brevibacterium,Brevundimonas,Bulleidia,Burkholderiales,Butyrivibrio,Campylobacter,Capnocytophaga,Cardiobacterium,Catenibacterium,Centipeda,Chryseobacterium,Citrobacter,Clostridiales,Clostridium,Collinsella,Coprobacillus,Mollicutes,Coprococcus,Corynebacterium,Dermacoccus,Desmospora,Desulfitobacterium,Desulfovibrio,Dialister,Dolosigranulum,Dorea,Dysgonomonas,Edwardsiella,Eggerthella,Eikenella,Enhydrobacter,Enterobacter,Enterobacteriaceae,Enterococcus,Eremococcus,Erysipelothrix,Erysipelotrichaceae,Escherichia,Eubacteriaceae,Eubacterium,Facklamia,Faecalibacterium,Filifactor,Finegoldia,Flavonifractor,Fusobacterium,Gardnerella,Gemella,Granulicatella,Haemophilus,Hafnia,Helcococcus,Helicobacter,Holdemania,Johnsonella,Jonquetella,Kingella,Klebsiella,Lachnospiraceae,Lactobacillus,Lautropia,Leptotrichia,Leuconostoc,Listeria,Marvinbryantia,Massilia,Megamonas,Megasphaera,Methanobrevibacter,Micrococcus,Mitsuokella,Mobiluncus,Mycobacterium,Myroides,Neisseria,Odoribacter,Olsenella,Oribacterium,Oxalobacter,Paenibacillus,Parabacteroides,Paraprevotella,Parascardovia,Parasutterella,Parvimonas,Pasteurella,Pediococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Propionibacterium,Proteus,Providencia,Pseudoflavonifractor,Pseudomonas,Pseudoramibacter,Psychrobacter,Pyramidobacters,Ralstonia,Rhodococcus,Roseburia,Roseomonas,Rothia,Ruminococcaceae,Ruminococcus,Scardovia,Segniliparus,Selenomonas,Serratia,Shigella,Shuttleworthia,Simonsiella,Slackia,Solobacterium,Sphingobacterium,Sphingobium,Sporosarcina,Staphylococcus,Stomatobaculum,Streptococcus,Subdoligranulum,Succinatimonas,Sutterella,Synergistes,Tannerella,Treponema,Turicella,Turicibacter,Veillonella,Weissella,Yokenella
normal21,0,0,0,0,0,0,0,0,0.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3937,0,0,0,0,0,0,0,0,0,0,0,0,0
normal22,0,0,0,0,0,0,0,0,0.007194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4272,0,0,0,0,0,0,0,0,0,0.07075,0,0,0,0,0,0,0.05817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03155,0,0,0,0,0,0,0,0,0,0,0,0,0
normal23,0,0,0.08423,0,0,0.009073,0,0,0.179178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991,0,0.1756,0,0,0,0,0,0.01273,0,0,0,0,0,0,0,0,0,0,0,0.003548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08115,0,0,0,0,0,0,0,0,0,0,0,0,0
normal24,0,0,0,0,0,0,0,0,0.004354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal26,0,0,0.16125,0,0,0,0,0,0.005572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5675,0,0,0,0.01422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35998,0,0,0,0,0,0,0,0,0,0,0
normal34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281,0,0,0,0,0,0,0,0,0,0,0
normal35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal36,0,0,0.05691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52232,0,0,0,0,0,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01067,0,0,0,0,0,0,0,0,0,0.01125,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007335,0,0.3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76587,0,0,0,0,0,0,0,0,0,0.03096,0,0.03235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04088,0,0.08432,0,0,0,0,0,0,0,0,0.005497,0,0
tumour3,0,0,0,0,0,0.0001161,0,0,0,0,0.0235248,0,0,0,0,0,0.002333,0,0,0,0,0.3895615,0,0.02058,0,0,0.002886,0.0003362,0,0,0,0,0,0.1426257,0,0,0,0,0,0,0,0.1174147,0,0.0001489,0,0,0,0,0,0,0.002339,0.0002932,0,0.001249,0,0,0.0004761,0,0,0,0,0,0,0,0.0003909,0.133335,0,0.0024363,0,0,0,0,0,0.0165287,0,0,0,0,0,0,0,0.0005704,0.005388,0,0,0,0.0339112,0.001611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007445,0,0.0001104,0,0,0.0134882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002836,0.030701,0,0,0,0,0,0.00041,0,0.0002652,0,0,0,0,0,0,0.04504,0.001692,0,0,0,0,0,0,0,0,0,0
tumour4,0,0.003665,0,0,0,0,0,0,0,0,0.0175474,0,0,0,0,0,0.0054192,0,0,0,0,0.6105837,0,0.0003036,0,0.0001137,0.0011047,0.0011952,0,0,0,0,0,0,0,0,0,0,0,0.0005916,0,0.0082563,0,0.0001417,0,0,0,0,0,0,0,0,0,0.0064366,0,0,0.001133,0,0,0,0,0,0,0,0.0016617,0.010316,0.0001138,0.0104619,0,0.043752,0,0,0,0.0008563,0,0,0,0,0,0,0,0.001086,0.002565,0,0,0,0.199824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004679,0,0.022628,0,0,0.000675,0.042158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002439,0.0001797,0.004078,0,0,0,0,0,0,0,0,0,0
tumour5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour6,0,0,0,0,0,0,0,0,0,0,0.024018,0,0,0,0,0,0,0,0,0,0,0.713164,0,0.007533,0,0,0,0.0007938,0,0,0,0,0,0,0,0,0,0,0,0,0.0868353,0.0007704,0.007009,0,0,0.014385,0,0,0,0,0,0,0,0.021141,0,0,0,0,0,0,0,0,0,0,0,0.007614,0.0005645,0.0029706,0,0.026801,0,0,0,0.0067983,0,0,0,0,0,0,0,0,0,0,0,0,0.027889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007552,0,0,0,0.003983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002321,0,0,0,0,0,0.019674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0.004493,0,0,0.007816,0,0,0,0,0,0.004642,0,0
tumour7,0,0,0.01754,0,0,0.0003426,0,0,0,0.0002549,0.00943,0,0,0,3.96E-05,0,0.0010606,0.0004215,0,0,0,0.6041066,0,0.00173,0,0.0000215,0.002317,0.0019938,0,0,0,0.0001237,0,0.0001362,0.0002654,0,0,0,1.29E-05,0,0,0.0463741,0.002735,0.004906,0,0.0008843,0.0000242,0,0,0,0.0000652,0.0000863,0,0.023572,0,0,0.0006823,0,0,0.0000251,0,0,0,0,0.0008253,0.0620766,0,0.0059048,0,0.0026522,0,0,0,0.0564224,0.0001034,0.0003125,0.0002074,0.0006374,0,0,0,0,0,0,8.58E-05,0.0000298,0.0312012,0.0002817,0,0,0,0,0,0,0,0,0.0001984,0,0,0,0,0,0.0009064,0,0,0,0,0,0.049855,0.0002954,0,0,0.0000366,0,0,0,0,0,0,0.0001136,0.0003067,0,0,0,0,0,0,0,0.0002819,0,0.004588,0,0.0001962,0.001016,0.045658,0,0,0,0,0,0,0,0.0000315,0,0,0,0,0.0025895,0.0002622,0.0008709,0.0069844,0,0.001397,0,0,0,0,0,0.0045472,0,0
tumour8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02359,0,0,0,0,0,0,0,0.086034,0,0.04274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02986,0,0,0.002652,0,0,0,0.03803,0,0,0.1204,0,0,0,0.160508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1232,0,0,0.08729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour9,0,0,0,0,0,0.0001514,0,0,0,0,0.0011346,0,0,0,0,0,0.003085,0,0,0,0,0.7885762,0,0.001948,0,0,0,0.001401,0,0,0,0,0,0,0,0,0,0,0,0.0000925,0.00543,0.0556498,0,0.0007092,0,0.0007809,0,0,0,0,0,0.0000819,0,0.005233,0,0,0.006634,0,0,0,0,0,0,0,0.0031516,0.027016,0,0.0057532,0,0.003126,0,0,0.001937,0,0,0,0.0001508,0,0,0,0,0,0.002407,0,0,0.0000427,0.0322995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001328,0,0.0093232,0.0004298,0,0,0.0000916,0,0,0,0,0,0,0.0007302,0,0,0,0,0,0,0,0,0,0,0.001091,0,0,0.007808,0.0245428,0,0,0,0,0,0,0,0.0000853,0,0,0,0,0,7.63E-05,0.0006838,0.00823,0,0,0,0,0,0,0,0,0,0
tumour10,0,0,0,0,0,0,0,0,0,0,0.009278,0,0,0,0,0,0,0,0,0,0,0.47147,0,0.001681,0,0,0,0.001771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0,0,0,0,0,0.02857,0,0,0,0,0,0.001293,0,0,0,0,0,0.384244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001383,0,0
tumour11,0,0.01111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3129324,0,0,0,0.0007394,0,0.003878,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0.0374707,0,0.0002862,0,0,0,0,0,0,0,0,0,0,0,0,0.012004,0,0,0.000118,0,0,0,0,0.0032195,0.371152,0,0.0111125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003718,0.080525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003196,0,0,0,0,0,0.001922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009447,0,0,0,0,0.004089,0.04405,0,0,0,0,0,0,0,0,0,0,0,0,0.0005327,0,0.0868381,0.00976,0,0,0,0,0,0,0,0.0057192,0,0.0001972
tumour12,0,0,0.0008315,0,0,0,0,0,0,0.0005917,0.0101475,0,0,0,0,0,0.03993,0,0,0,0,0.0503812,0,0.001365,0,0.001646,0.0012935,0.003765,0,0,0,0,0,0,0,0,0,0,0,0.000665,0.03902,0.0943659,0.0003287,0.002229,0,0.0065205,0.0002531,0,0,0,0.006818,0.0002944,0,0.028013,0,0,0,0,0,0,0,0,0,0,0.0008171,0.003412,0,0.039316,0,0.22831,0,0,0.01392,0.0009313,0,0,0,0.005011,0,0,0,0,0.01153,0,0,0,0.0646436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004768,0,0.0120356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008434,0,0,0,0,0.01668,0.30567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001096,0.0037629,0.003133,0,0,0,0,0,0,0,0,0,0
tumour13,0,0,0.0022593,0,0,0,0,0,0,0.0007905,0.017563,0,0,0,0,0,0,0,0,0,0,0.632384,0,0.0005801,0,0.0000621,0.0021232,0.000786,0,0,0,0,0,0,0,0,0.003283,5.25E-05,0,0.0000358,0,0.0568227,0.006305,0.0004641,0,0,0,0,0,0,0,0.0000762,0,0.0045406,0,0,0.0006184,0,0,0,0,0,0,0,0.0000519,0.114852,0,0.007636,0,0.00334,0,0,0,0.0005244,0,0,0.0005264,0.003262,0,0,0,0,0.0014,0,0,0.0000477,0.0192876,0,0,0,0,0,0.0007946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037422,0,0,0,0.0014887,0.0005444,0,0.000074,0.00383,0,0,0.061115,0.0000419,0,0,0,0,0,0,0,0.0002048,0,0,0,0,0.002946,0.007442,0,0,0.0001006,0,0,0,0,0.0003665,0,0,0,0,0,0.0005323,0.000727,0.002638,0,0,0,0,0.0000505,0,0,0,0,0
tumour14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42553,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2792,0,0,0,0,0,0,0,0,0,0,0
tumour15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004651,0,0,0,0,0,0,0,0,0,0,0,0.010793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02075,0,0
tumour17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38845,0,0,0,0,0,0,0,0,0.007969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01988,0,0,0.554142,0,0.007702,0,0,0,0,0,0,0,0,0,0,0,0.002762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004179,0,0,0,0.003951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5333,0.06812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
